"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2020","2020",7968,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2021","2021",7908,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",9051,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",8651,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",8768,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",8837,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",8863,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",8481,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",8425,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",8186,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",8251,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",8190,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",7760,,
"LVA","Latvia","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",7709,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",421,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",381,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",368,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",362,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",350,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",296,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",277,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",274,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",223,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",217,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",208,,
"LVA","Latvia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",199,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",4.44,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",4.22,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",4.03,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",3.94,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",3.8,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",3.37,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",3.18,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",3.24,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",2.63,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",2.58,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",2.61,,
"LVA","Latvia","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",2.52,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",14,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",5,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",10,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",11,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",2,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",0,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",0,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",1,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",0,,
"LVA","Latvia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",2,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2013","2013",279,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",285,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",302,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",304,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",333,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",379,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",392,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",408,,
"AUS","Australia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",425,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",22,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",65,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",76,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",53,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",35,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2022","2022",39,,
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2010","2010",411,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2011","2011",703,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2012","2012",958,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2013","2013",1430,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",1486,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",1389,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",1381,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",1387,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",1520,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",1823,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",1846,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",1967,"D","Difference in methodology"
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",2,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",3,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",6,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",7,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",11,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",25,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",20,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",22,,
"KOR","Korea","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",29,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",5,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",12,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",25,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",36,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",42,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",36,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",43,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",28,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",28,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",44,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",29,,
"KOR","Korea","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",37,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",42,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",142,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",147,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",152,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",157,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",157,,
"SVN","Slovenia","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2022","2022",156,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",33,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",43,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",61,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",67,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",53,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",71,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",1,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",0,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",0,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",0,,
"DNK","Denmark","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",0,,
"PRT","Portugal","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",11.99,,
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",8005,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",7997,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",7889,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",7754,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",7728,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",8367,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",9969,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",11332,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",12685,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",12523,"D","Difference in methodology"
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2013","2013",669,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",541,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",499,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",958,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",815,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",727,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",698,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",670,,
"AUS","Australia","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",630,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",39,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",30,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",29,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",29,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",31,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",28,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",27,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",23,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",23,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",20,,
"DNK","Denmark","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",15,,
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2012","2012",7716,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2013","2013",7682,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",7577,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",7423,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",7402,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",7832,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",7673,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",7715,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",8424,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",9446,"D","Difference in methodology"
"PRT","Portugal","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",328,,
"PRT","Portugal","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",357,,
"PRT","Portugal","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",2865,,
"SVN","Slovenia","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",128,,
"SVN","Slovenia","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",4,,
"SVN","Slovenia","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",4,,
"PRT","Portugal","TNBD","Total number of doctors","TOT","Total","2017","2017",51937,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",77,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",83,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",78,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",79,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",98,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",161,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",208,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",459,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",691,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",662,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",91,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",97,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",59,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",42,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",50,,
"CHL","Chile","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2022","2022",84,,
"PRT","Portugal","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",6229,,
"PRT","Portugal","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",45708,,
"PRT","Portugal","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",29077,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",28916,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",29032,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",28685,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",30668,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",33626,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",32470,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",31466,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",31938,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",25039,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",445,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",451,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",454,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",433,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",431,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",432,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",422,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",256,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",348,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",359,"D","Difference in methodology"
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",3444,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",2008,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2695,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",3964,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",3589,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",4136,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",4254,,
"AUS","Australia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",2710,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",100,,
"LUX","Luxembourg","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",100,,
"SWE","Sweden","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",147,,
"SWE","Sweden","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",129,,
"SWE","Sweden","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",115,,
"SWE","Sweden","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",111,,
"SWE","Sweden","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",111,,
"SWE","Sweden","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",100,,
"SWE","Sweden","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",3143,,
"SWE","Sweden","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",2745,,
"SWE","Sweden","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",2462,,
"SWE","Sweden","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",2084,,
"SWE","Sweden","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",1669,,
"SWE","Sweden","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",1228,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",42964,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",46332,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",49549,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",52882,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",56249,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",60789,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",65314,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",69758,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",74140,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",77698,,
"COL","Colombia","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",81750,,
"LTU","Lithuania","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",59,,
"LTU","Lithuania","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",55,,
"LTU","Lithuania","UUUN","Unknown place of training (nurses)","TOT","Total","2022","2022",97,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",4.52,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",4.45,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",4.46,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",4.56,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",4.67,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",4.92,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",5.4,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",5.5,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",5.42,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",5.46,,
"COL","Colombia","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",5.53,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",3588,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",3690,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",3877,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",4161,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",4434,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",4872,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",5623,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",6046,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",6268,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",6617,,
"COL","Colombia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",6983,,
"COL","Colombia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",122,,
"COL","Colombia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",128,,
"COL","Colombia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",136,,
"COL","Colombia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",146,,
